Projectnummer;Opdrachtnummer;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC EMAIL;SYNDIC DATE;Straat;Huisnummer;Huisnummer Toevoeging;Opdrachttemplate
MECHELEN - FH01;901183;;;;;;;;Frederik de Merodestraat;41;;BUILDING template
MECHELEN - FH01;3047615;;;;;;;;Lange Schipstraat;38;;BUILDING template
MECHELEN - FH01;3032973;;;;;;;;Frederik de Merodestraat;42;;BUILDING template
MECHELEN - FH01;4736279;;;;;;;;Lange Schipstraat;39;;BUILDING template
MECHELEN - FH01;4740656;;;;;;;;Sint-Katelijnestraat;46;;BUILDING template
MECHELEN - FH01;3047617;;;;;;;;Lange Schipstraat;40;;BUILDING template
MECHELEN - FH01;3048634;;;;;;;;Sint-Katelijnestraat;47;;BUILDING template
MECHELEN - FH01;4153244;;;;;;;;Frederik de Merodestraat;44;;BUILDING template
MECHELEN - FH01;3047618;;;;;;;;Lange Schipstraat;41;;BUILDING template
MECHELEN - FH01;3032975;;;;;;;;Frederik de Merodestraat;45;;BUILDING template
MECHELEN - FH01;903513;;;;;;;;Lange Schipstraat;42;;BUILDING template
MECHELEN - FH01;3944199;;;;;;;;Sint-Katelijnestraat;49;;BUILDING template
MECHELEN - FH01;905274;;;;;;;;Ijzerenleen;48;;BUILDING template
MECHELEN - FH01;3032976;;;;;;;;Frederik de Merodestraat;46;;BUILDING template
MECHELEN - FH01;1276380;;;;;;;;Lange Schipstraat;43;;BUILDING template
MECHELEN - FH01;3048637;;;;;;;;Sint-Katelijnestraat;50;;BUILDING template
MECHELEN - FH01;3037663;;;;;;;;Ijzerenleen;52;;BUILDING template
MECHELEN - FH01;3032978;;;;;;;;Frederik de Merodestraat;47;;BUILDING template
MECHELEN - FH01;904196;;;;;;;;Lange Schipstraat;44;;BUILDING template
MECHELEN - FH01;3048639;;;;;;;;Sint-Katelijnestraat;51;;BUILDING template
MECHELEN - FH01;901191;;;;;;;;Grote Markt;6;;BUILDING template
MECHELEN - FH01;3032979;;;;;;;;Frederik de Merodestraat;49;;BUILDING template
MECHELEN - FH01;3047623;;;;;;;;Lange Schipstraat;45;;BUILDING template
MECHELEN - FH01;3048640;;;;;;;;Sint-Katelijnestraat;52;;BUILDING template
MECHELEN - FH01;3032980;;;;;;;;Frederik de Merodestraat;51;;BUILDING template
MECHELEN - FH01;904197;;;;;;;;Lange Schipstraat;46;;BUILDING template
MECHELEN - FH01;3048641;;;;;;;;Sint-Katelijnestraat;53;;BUILDING template
MECHELEN - FH01;901186;;;;;;;;Frederik de Merodestraat;55;;BUILDING template
MECHELEN - FH01;3047625;;;;;;;;Lange Schipstraat;47;;BUILDING template
MECHELEN - FH01;3048642;;;;;;;;Sint-Katelijnestraat;54;;BUILDING template
MECHELEN - FH01;3032982;;;;;;;;Frederik de Merodestraat;57;;BUILDING template
MECHELEN - FH01;3047627;;;;;;;;Lange Schipstraat;48;;BUILDING template
MECHELEN - FH01;4739270;;;;;;;;Sint-Katelijnestraat;55;;BUILDING template
MECHELEN - FH01;905042;;;;;;;;Grote Markt;24;;BUILDING template
MECHELEN - FH01;3047272;;;;;;;;Schaalstraat;14;;BUILDING template
MECHELEN - FH01;3032985;;;;;;;;Frederik de Merodestraat;59;;BUILDING template
MECHELEN - FH01;4736378;;;;;;;;Lange Schipstraat;50;;BUILDING template
MECHELEN - FH01;3048643;;;;;;;;Sint-Katelijnestraat;56;;BUILDING template
MECHELEN - FH01;3042680;;;;;;;;Grote markt;21;;BUILDING template
MECHELEN - FH01;901188;;;;;;;;Frederik de Merodestraat;61;;BUILDING template
MECHELEN - FH01;903512;;;;;;;;Lange Schipstraat;51;;BUILDING template
MECHELEN - FH01;935322;;;;;;;;Sint-Katelijnestraat;57;;BUILDING template
MECHELEN - FH01;901597;;;;;;;;Frederik de Merodestraat;63;;BUILDING template
MECHELEN - FH01;3047629;;;;;;;;Lange Schipstraat;52;;BUILDING template
MECHELEN - FH01;3048645;;;;;;;;Sint-Katelijnestraat;58;;BUILDING template
MECHELEN - FH01;5602863;;;;;;;;Frederik De Merodestraat;3;;BUILDING template
MECHELEN - FH01;3032990;;;;;;;;Frederik de Merodestraat;65;;BUILDING template
MECHELEN - FH01;3047630;;;;;;;;Lange Schipstraat;54;;BUILDING template
MECHELEN - FH01;3048647;;;;;;;;Sint-Katelijnestraat;59;;BUILDING template
MECHELEN - FH01;4731645;;;;;;;;Frederik de Merodestraat;69;;BUILDING template
MECHELEN - FH01;3048649;;;;;;;;Sint-Katelijnestraat;60;;BUILDING template
MECHELEN - FH01;5426070;;;;;;;;Befferstraat;39;;BUILDING template
MECHELEN - FH01;5602996;;;;;;;;'t Veer;15;;BUILDING template
MECHELEN - FH01;898126;;;;;;;;Frederik de Merodestraat;71;;BUILDING template
MECHELEN - FH01;904293;;;;;;;;Lange Schipstraat;58;;BUILDING template
MECHELEN - FH01;935323;;;;;;;;Sint-Katelijnestraat;61;;BUILDING template
MECHELEN - FH01;1323395;;;;;;;;Varkensstraat;8;;BUILDING template
MECHELEN - FH01;3035204;;;;;;;;Geitestraat;4;;BUILDING template
MECHELEN - FH01;903464;;;;;;;;Lange Schipstraat;61;;BUILDING template
MECHELEN - FH01;929573;;;;;;;;Sint-Katelijnestraat;62;;BUILDING template
MECHELEN - FH01;929555;;;;;;;;A.B.-straat;1;;BUILDING template
MECHELEN - FH01;4746724;;;;;;;;Geitestraat;5;;BUILDING template
MECHELEN - FH01;3047636;;;;;;;;Lange Schipstraat;62;;BUILDING template
MECHELEN - FH01;3048651;;;;;;;;Sint-Katelijnestraat;64;;BUILDING template
MECHELEN - FH01;941666;;;;;;;;A.B.-straat;2;;BUILDING template
MECHELEN - FH01;3035206;;;;;;;;Geitestraat;6;;BUILDING template
MECHELEN - FH01;4731524;;;;;;;;Lange Schipstraat;63;;BUILDING template
MECHELEN - FH01;5364604;;;;;;;;Sint-Katelijnestraat;45;A;BUILDING template
MECHELEN - FH01;941664;;;;;;;;A.B.-straat;3;;BUILDING template
MECHELEN - FH01;3035207;;;;;;;;Geitestraat;7;;BUILDING template
MECHELEN - FH01;3047637;;;;;;;;Lange Schipstraat;64;;BUILDING template
MECHELEN - FH01;3028796;;;;;;;;A.B.-straat;4;;BUILDING template
MECHELEN - FH01;3035209;;;;;;;;Geitestraat;8;;BUILDING template
MECHELEN - FH01;3047639;;;;;;;;Lange Schipstraat;65;;BUILDING template
MECHELEN - FH01;3028797;;;;;;;;A.B.-straat;5;;BUILDING template
MECHELEN - FH01;3035211;;;;;;;;Geitestraat;9;;BUILDING template
MECHELEN - FH01;903466;;;;;;;;Lange Schipstraat;66;;BUILDING template
MECHELEN - FH01;3047641;;;;;;;;Lange Schipstraat;67;;BUILDING template
MECHELEN - FH01;929552;;;;;;;;Sint-Romboutskerkhof;5;;BUILDING template
MECHELEN - FH01;3943981;;;;;;;;Biest;2;A;BUILDING template
MECHELEN - FH01;905710;;;;;;;;Arme-Clarenstraat;1;;BUILDING template
MECHELEN - FH01;3035214;;;;;;;;Geitestraat;11;;BUILDING template
MECHELEN - FH01;3035215;;;;;;;;Geitestraat;13;;BUILDING template
MECHELEN - FH01;3047645;;;;;;;;Lange Schipstraat;69;;BUILDING template
MECHELEN - FH01;6668747;;;;;;;;Goswin de Stassartstraat;29;A;BUILDING template
MECHELEN - FH01;3029535;;;;;;;;Arme-Clarenstraat;3;;BUILDING template
MECHELEN - FH01;3035216;;;;;;;;Geitestraat;14;;BUILDING template
MECHELEN - FH01;3047646;;;;;;;;Lange Schipstraat;70;;BUILDING template
MECHELEN - FH01;3029537;;;;;;;;Arme-Clarenstraat;4;;BUILDING template
MECHELEN - FH01;3035217;;;;;;;;Geitestraat;15;;BUILDING template
MECHELEN - FH01;901167;;;;;;;;Standonckstraat;1;;BUILDING template
MECHELEN - FH01;4736802;;;;;;;;Arme-Clarenstraat;5;;BUILDING template
MECHELEN - FH01;3035219;;;;;;;;Geitestraat;16;;BUILDING template
MECHELEN - FH01;4731537;;;;;;;;Lange Schipstraat;73;;BUILDING template
MECHELEN - FH01;4462632;;;;;;;;Standonckstraat;3;;BUILDING template
MECHELEN - FH01;4731627;;;;;;;;Veemarkt;27;;BUILDING template
MECHELEN - FH01;4185057;;;;;;;;Arme-Clarenstraat;6;;BUILDING template
MECHELEN - FH01;904905;;;;;;;;Geitestraat;17;;BUILDING template
MECHELEN - FH01;3047652;;;;;;;;Lange Schipstraat;74;;BUILDING template
MECHELEN - FH01;3048977;;;;;;;;Standonckstraat;5;;BUILDING template
MECHELEN - FH01;3029538;;;;;;;;Arme-Clarenstraat;7;;BUILDING template
MECHELEN - FH01;904906;;;;;;;;Geitestraat;19;;BUILDING template
MECHELEN - FH01;3047654;;;;;;;;Lange Schipstraat;75;;BUILDING template
MECHELEN - FH01;3048979;;;;;;;;Standonckstraat;7;;BUILDING template
MECHELEN - FH01;3029539;;;;;;;;Arme-Clarenstraat;8;;BUILDING template
MECHELEN - FH01;904910;;;;;;;;Geitestraat;20;;BUILDING template
MECHELEN - FH01;4751986;;;;;;;;Standonckstraat;9;;BUILDING template
MECHELEN - FH01;905713;;;;;;;;Melaan;16;;BUILDING template
MECHELEN - FH01;4081944;;;;;;;;Leermarkt;22;;BUILDING template
MECHELEN - FH01;3029540;;;;;;;;Arme-Clarenstraat;9;;BUILDING template
MECHELEN - FH01;3035220;;;;;;;;Geitestraat;21;;BUILDING template
MECHELEN - FH01;3047659;;;;;;;;Lange Schipstraat;77;;BUILDING template
MECHELEN - FH01;4751988;;;;;;;;Standonckstraat;11;;BUILDING template
MECHELEN - FH01;3030806;;;;;;;;Nieuwe Beggaardenstraat;39;;BUILDING template
MECHELEN - FH01;3029541;;;;;;;;Arme-Clarenstraat;10;;BUILDING template
MECHELEN - FH01;3035222;;;;;;;;Geitestraat;22;;BUILDING template
MECHELEN - FH01;3049065;;;;;;;;Steenweg;2;;BUILDING template
MECHELEN - FH01;5991411;;;;;;;;Melaan;12;;BUILDING template
MECHELEN - FH01;3029542;;;;;;;;Arme-Clarenstraat;11;;BUILDING template
MECHELEN - FH01;4066751;;;;;;;;Geitestraat;25;;BUILDING template
MECHELEN - FH01;903468;;;;;;;;Lange Schipstraat;80;;BUILDING template
MECHELEN - FH01;3049066;;;;;;;;Steenweg;4;;BUILDING template
MECHELEN - FH01;4038372;;;;;;;;Arme-Clarenstraat;12;;BUILDING template
MECHELEN - FH01;4746751;;;;;;;;Geitestraat;27;;BUILDING template
MECHELEN - FH01;1283600;;;;;;;;Lange Schipstraat;82;;BUILDING template
MECHELEN - FH01;3049067;;;;;;;;Steenweg;6;;BUILDING template
MECHELEN - FH01;6622322;;;;;;;;A.B.-straat;3;A;BUILDING template
MECHELEN - FH01;3029543;;;;;;;;Arme-Clarenstraat;13;;BUILDING template
MECHELEN - FH01;3035225;;;;;;;;Geitestraat;28;;BUILDING template
MECHELEN - FH01;3047667;;;;;;;;Lange Schipstraat;83;;BUILDING template
MECHELEN - FH01;4733024;;;;;;;;Arme-Clarenstraat;14;;BUILDING template
MECHELEN - FH01;3049070;;;;;;;;Steenweg;10;;BUILDING template
MECHELEN - FH01;3029544;;;;;;;;Arme-Clarenstraat;15;;BUILDING template
MECHELEN - FH01;3035227;;;;;;;;Geitestraat;32;;BUILDING template
MECHELEN - FH01;3049075;;;;;;;;Steenweg;12;;BUILDING template
MECHELEN - FH01;3031082;;;;;;;;Biest;8;;BUILDING template
MECHELEN - FH01;3029547;;;;;;;;Arme-Clarenstraat;23;;BUILDING template
MECHELEN - FH01;3035229;;;;;;;;Geitestraat;34;;BUILDING template
MECHELEN - FH01;3047668;;;;;;;;Lange Schipstraat;89;;BUILDING template
MECHELEN - FH01;3049076;;;;;;;;Steenweg;14;;BUILDING template
MECHELEN - FH01;929560;;;;;;;;Goswin de Stassartstraat;1;;BUILDING template
MECHELEN - FH01;3047670;;;;;;;;Lange Schipstraat;90;;BUILDING template
MECHELEN - FH01;3049078;;;;;;;;Steenweg;16;;BUILDING template
MECHELEN - FH01;4091142;;;;;;;;Arme-Clarenstraat;25;;BUILDING template
MECHELEN - FH01;929565;;;;;;;;Goswin de Stassartstraat;2;;BUILDING template
MECHELEN - FH01;3047671;;;;;;;;Lange Schipstraat;91;;BUILDING template
MECHELEN - FH01;929567;;;;;;;;Goswin de Stassartstraat;3;;BUILDING template
MECHELEN - FH01;3049081;;;;;;;;Steenweg;20;;BUILDING template
MECHELEN - FH01;6397326;;;;;;;;Zakstraat;7;;BUILDING template
MECHELEN - FH01;1458492;;;;;;;;Goswin de Stassartstraat;4;;BUILDING template
MECHELEN - FH01;3047675;;;;;;;;Lange Schipstraat;95;;BUILDING template
MECHELEN - FH01;3049083;;;;;;;;Steenweg;22;;BUILDING template
MECHELEN - FH01;4736819;;;;;;;;Arme-Clarenstraat;31;;BUILDING template
MECHELEN - FH01;3033213;;;;;;;;Goswin de Stassartstraat;5;;BUILDING template
MECHELEN - FH01;903463;;;;;;;;Lange Schipstraat;97;;BUILDING template
MECHELEN - FH01;3049084;;;;;;;;Steenweg;24;;BUILDING template
MECHELEN - FH01;905709;;;;;;;;Arme-Clarenstraat;33;;BUILDING template
MECHELEN - FH01;3033214;;;;;;;;Goswin de Stassartstraat;6;;BUILDING template
MECHELEN - FH01;3049085;;;;;;;;Steenweg;26;;BUILDING template
MECHELEN - FH01;901199;;;;;;;;Befferstraat;1;;BUILDING template
MECHELEN - FH01;929561;;;;;;;;Goswin de Stassartstraat;7;;BUILDING template
MECHELEN - FH01;903510;;;;;;;;Lange Schipstraat;27;;BUILDING template
MECHELEN - FH01;3049086;;;;;;;;Steenweg;28;;BUILDING template
MECHELEN - FH01;3030756;;;;;;;;Befferstraat;3;;BUILDING template
MECHELEN - FH01;4267275;;;;;;;;Goswin de Stassartstraat;8;;BUILDING template
MECHELEN - FH01;903155;;;;;;;;Leermarkt;2;;BUILDING template
MECHELEN - FH01;3049087;;;;;;;;Steenweg;30;;BUILDING template
MECHELEN - FH01;3030757;;;;;;;;Befferstraat;5;;BUILDING template
MECHELEN - FH01;929562;;;;;;;;Goswin de Stassartstraat;9;;BUILDING template
MECHELEN - FH01;3040411;;;;;;;;Leermarkt;4;;BUILDING template
MECHELEN - FH01;3049088;;;;;;;;Steenweg;32;;BUILDING template
MECHELEN - FH01;5876086;;;;;;;;Stadsheimelijkheid;5;;BUILDING template
MECHELEN - FH01;3030758;;;;;;;;Befferstraat;7;;BUILDING template
MECHELEN - FH01;3033215;;;;;;;;Goswin de Stassartstraat;10;;BUILDING template
MECHELEN - FH01;3040414;;;;;;;;Leermarkt;6;;BUILDING template
MECHELEN - FH01;3049089;;;;;;;;Steenweg;34;;BUILDING template
MECHELEN - FH01;3052907;;;;;;;;Rik woutersstraat;22;B;BUILDING template
MECHELEN - FH01;3030759;;;;;;;;Befferstraat;9;;BUILDING template
MECHELEN - FH01;929563;;;;;;;;Goswin de Stassartstraat;11;;BUILDING template
MECHELEN - FH01;903154;;;;;;;;Leermarkt;8;;BUILDING template
MECHELEN - FH01;3049091;;;;;;;;Steenweg;36;;BUILDING template
MECHELEN - FH01;901432;;;;;;;;Veemarkt;19;;BUILDING template
MECHELEN - FH01;3030761;;;;;;;;Befferstraat;10;;BUILDING template
MECHELEN - FH01;4740683;;;;;;;;Goswin de Stassartstraat;12;;BUILDING template
MECHELEN - FH01;3049093;;;;;;;;Steenweg;40;;BUILDING template
MECHELEN - FH01;4751991;;;;;;;;Befferstraat;11;;BUILDING template
MECHELEN - FH01;3040422;;;;;;;;Leermarkt;16;;BUILDING template
MECHELEN - FH01;3049095;;;;;;;;Steenweg;42;;BUILDING template
MECHELEN - FH01;905663;;;;;;;;Nauwstraat;3;;BUILDING template
MECHELEN - FH01;3944173;;;;;;;;Schaalstraat;31;;BUILDING template
MECHELEN - FH01;6085045;;;;;;;;Klapgat;2;;BUILDING template
MECHELEN - FH01;3030762;;;;;;;;Befferstraat;12;;BUILDING template
MECHELEN - FH01;929566;;;;;;;;Goswin de Stassartstraat;14;;BUILDING template
MECHELEN - FH01;3040425;;;;;;;;Leermarkt;18;;BUILDING template
MECHELEN - FH01;3049096;;;;;;;;Steenweg;44;;BUILDING template
MECHELEN - FH01;4741876;;;;;;;;Schaalstraat;23;;BUILDING template
MECHELEN - FH01;901426;;;;;;;;Befferstraat;13;;BUILDING template
MECHELEN - FH01;3033222;;;;;;;;Goswin de Stassartstraat;15;;BUILDING template
MECHELEN - FH01;3040429;;;;;;;;Leermarkt;24;;BUILDING template
MECHELEN - FH01;3049098;;;;;;;;Steenweg;46;;BUILDING template
MECHELEN - FH01;3051190;;;;;;;;Veemarkt;39;;BUILDING template
MECHELEN - FH01;905661;;;;;;;;Nauwstraat;2;;BUILDING template
MECHELEN - FH01;3030763;;;;;;;;Befferstraat;14;;BUILDING template
MECHELEN - FH01;901600;;;;;;;;Goswin de Stassartstraat;16;;BUILDING template
MECHELEN - FH01;3049100;;;;;;;;Steenweg;48;;BUILDING template
MECHELEN - FH01;3030765;;;;;;;;Befferstraat;15;;BUILDING template
MECHELEN - FH01;3033223;;;;;;;;Goswin de Stassartstraat;17;;BUILDING template
MECHELEN - FH01;4733926;;;;;;;;Leermarkt;30;;BUILDING template
MECHELEN - FH01;3030766;;;;;;;;Befferstraat;16;;BUILDING template
MECHELEN - FH01;3033225;;;;;;;;Goswin de Stassartstraat;18;;BUILDING template
MECHELEN - FH01;3944097;;;;;;;;Leermarkt;32;;BUILDING template
MECHELEN - FH01;905708;;;;;;;;Thaborstraat;1;;BUILDING template
MECHELEN - FH01;901200;;;;;;;;Befferstraat;17;;BUILDING template
MECHELEN - FH01;3033226;;;;;;;;Goswin de Stassartstraat;19;;BUILDING template
MECHELEN - FH01;4733929;;;;;;;;Leermarkt;34;;BUILDING template
MECHELEN - FH01;3055125;;;;;;;;Thaborstraat;3;;BUILDING template
MECHELEN - FH01;3033228;;;;;;;;Goswin de Stassartstraat;20;;BUILDING template
MECHELEN - FH01;3040438;;;;;;;;Leermarkt;36;;BUILDING template
MECHELEN - FH01;3055127;;;;;;;;Thaborstraat;5;;BUILDING template
MECHELEN - FH01;3030770;;;;;;;;Befferstraat;20;;BUILDING template
MECHELEN - FH01;4740700;;;;;;;;Goswin de Stassartstraat;21;;BUILDING template
MECHELEN - FH01;3040443;;;;;;;;Leermarkt;40;;BUILDING template
MECHELEN - FH01;4091073;;;;;;;;Thaborstraat;7;;BUILDING template
MECHELEN - FH01;901423;;;;;;;;Befferstraat;22;;BUILDING template
MECHELEN - FH01;3033229;;;;;;;;Goswin de Stassartstraat;23;;BUILDING template
MECHELEN - FH01;935312;;;;;;;;Thaborstraat;10;;BUILDING template
MECHELEN - FH01;898134;;;;;;;;Goswin de Stassartstraat;24;;BUILDING template
MECHELEN - FH01;3040448;;;;;;;;Leermarkt;48;;BUILDING template
MECHELEN - FH01;4158429;;;;;;;;Thaborstraat;12;;BUILDING template
MECHELEN - FH01;3030777;;;;;;;;Befferstraat;24;;BUILDING template
MECHELEN - FH01;929569;;;;;;;;Goswin de Stassartstraat;25;;BUILDING template
MECHELEN - FH01;3040450;;;;;;;;Leermarkt;52;;BUILDING template
MECHELEN - FH01;3055129;;;;;;;;Thaborstraat;14;;BUILDING template
MECHELEN - FH01;6406560;;;;;;;;Thaborstraat;29;;BUILDING template
MECHELEN - FH01;4736784;;;;;;;;Thaborstraat;55;;BUILDING template
MECHELEN - FH01;901429;;;;;;;;Befferstraat;25;;BUILDING template
MECHELEN - FH01;4737412;;;;;;;;Goswin de Stassartstraat;26;;BUILDING template
MECHELEN - FH01;3040451;;;;;;;;Leermarkt;54;;BUILDING template
MECHELEN - FH01;3055130;;;;;;;;Thaborstraat;15;;BUILDING template
MECHELEN - FH01;6668749;;;;;;;;Thaborstraat;57;;BUILDING template
MECHELEN - FH01;3030779;;;;;;;;Befferstraat;26;;BUILDING template
MECHELEN - FH01;4740712;;;;;;;;Goswin de Stassartstraat;27;;BUILDING template
MECHELEN - FH01;3040453;;;;;;;;Leermarkt;56;;BUILDING template
MECHELEN - FH01;4751186;;;;;;;;Thaborstraat;16;;BUILDING template
MECHELEN - FH01;905511;;;;;;;;Vismarkt;3;;BUILDING template
MECHELEN - FH01;6382367;;;;;;;;Wollemarkt;13;;BUILDING template
MECHELEN - FH01;3030780;;;;;;;;Befferstraat;28;;BUILDING template
MECHELEN - FH01;901601;;;;;;;;Goswin de Stassartstraat;28;;BUILDING template
MECHELEN - FH01;4236745;;;;;;;;Thaborstraat;17;;BUILDING template
MECHELEN - FH01;6668746;;;;;;;;Zakstraat;17;A;BUILDING template
MECHELEN - FH01;3030782;;;;;;;;Befferstraat;29;;BUILDING template
MECHELEN - FH01;903152;;;;;;;;Leermarkt;60;;BUILDING template
MECHELEN - FH01;4751193;;;;;;;;Thaborstraat;18;;BUILDING template
MECHELEN - FH01;3030783;;;;;;;;Befferstraat;30;;BUILDING template
MECHELEN - FH01;3040456;;;;;;;;Leermarkt;62;;BUILDING template
MECHELEN - FH01;4736702;;;;;;;;Thaborstraat;19;;BUILDING template
MECHELEN - FH01;901425;;;;;;;;Befferstraat;31;;BUILDING template
MECHELEN - FH01;3033234;;;;;;;;Goswin de Stassartstraat;33;;BUILDING template
MECHELEN - FH01;3054434;;;;;;;;Lekkernijstraatje;8;;BUILDING template
MECHELEN - FH01;935313;;;;;;;;Thaborstraat;20;;BUILDING template
MECHELEN - FH01;4748726;;;;;;;;Nauwstraat;6;;BUILDING template
MECHELEN - FH01;3030785;;;;;;;;Befferstraat;32;;BUILDING template
MECHELEN - FH01;3033240;;;;;;;;Goswin de Stassartstraat;45;;BUILDING template
MECHELEN - FH01;4246718;;;;;;;;Lekkernijstraatje;10;;BUILDING template
MECHELEN - FH01;4736704;;;;;;;;Thaborstraat;21;;BUILDING template
MECHELEN - FH01;3030786;;;;;;;;Befferstraat;33;;BUILDING template
MECHELEN - FH01;929621;;;;;;;;Goswin de Stassartstraat;47;;BUILDING template
MECHELEN - FH01;3043006;;;;;;;;Melaan;2;;BUILDING template
MECHELEN - FH01;4736706;;;;;;;;Thaborstraat;23;;BUILDING template
MECHELEN - FH01;904578;;;;;;;;Schaalstraat;5;;BUILDING template
MECHELEN - FH01;3030788;;;;;;;;Befferstraat;34;;BUILDING template
MECHELEN - FH01;905641;;;;;;;;Grootbrug;1;;BUILDING template
MECHELEN - FH01;5602939;;;;;;;;Melaan;3;;BUILDING template
MECHELEN - FH01;905707;;;;;;;;Thaborstraat;25;;BUILDING template
MECHELEN - FH01;4746681;;;;;;;;Schoenmarkt;6;;BUILDING template
MECHELEN - FH01;3030789;;;;;;;;Befferstraat;35;;BUILDING template
MECHELEN - FH01;905639;;;;;;;;Grootbrug;2;;BUILDING template
MECHELEN - FH01;905712;;;;;;;;Melaan;4;;BUILDING template
MECHELEN - FH01;905706;;;;;;;;Thaborstraat;27;;BUILDING template
MECHELEN - FH01;3030790;;;;;;;;Befferstraat;37;;BUILDING template
MECHELEN - FH01;905640;;;;;;;;Grootbrug;3;;BUILDING template
MECHELEN - FH01;4736837;;;;;;;;Melaan;6;;BUILDING template
MECHELEN - FH01;4741830;;;;;;;;Schaalstraat;6;;BUILDING template
MECHELEN - FH01;901424;;;;;;;;Befferstraat;38;;BUILDING template
MECHELEN - FH01;3035637;;;;;;;;Grootbrug;6;;BUILDING template
MECHELEN - FH01;3043012;;;;;;;;Melaan;8;;BUILDING template
MECHELEN - FH01;3047697;;;;;;;;Schoolstraat;8;;BUILDING template
MECHELEN - FH01;3976050;;;;;;;;Begijnenstraat;3;;BUILDING template
MECHELEN - FH01;905638;;;;;;;;Grootbrug;8;;BUILDING template
MECHELEN - FH01;4736842;;;;;;;;Melaan;10;;BUILDING template
MECHELEN - FH01;4736780;;;;;;;;Thaborstraat;51;;BUILDING template
MECHELEN - FH01;3030820;;;;;;;;Begijnenstraat;4;;BUILDING template
MECHELEN - FH01;901190;;;;;;;;Grote Markt;1;;BUILDING template
MECHELEN - FH01;5394338;;;;;;;;Melaan;14;;BUILDING template
MECHELEN - FH01;3055135;;;;;;;;Thaborstraat;53;;BUILDING template
MECHELEN - FH01;3030822;;;;;;;;Begijnenstraat;9;;BUILDING template
MECHELEN - FH01;458;;;;;;;;Grote Markt;2;;BUILDING template
MECHELEN - FH01;905714;;;;;;;;Melaan;26;;BUILDING template
MECHELEN - FH01;4736793;;;;;;;;Thaborstraat;59;;BUILDING template
MECHELEN - FH01;3030824;;;;;;;;Begijnenstraat;10;;BUILDING template
MECHELEN - FH01;3042659;;;;;;;;Grote Markt;3;;BUILDING template
MECHELEN - FH01;3043015;;;;;;;;Melaan;28;;BUILDING template
MECHELEN - FH01;3055137;;;;;;;;Thaborstraat;61;;BUILDING template
MECHELEN - FH01;3048598;;;;;;;;Sint-katelijnestraat;6;;BUILDING template
MECHELEN - FH01;3042661;;;;;;;;Grote Markt;4;;BUILDING template
MECHELEN - FH01;3043016;;;;;;;;Melaan;30;;BUILDING template
MECHELEN - FH01;3055139;;;;;;;;Thaborstraat;63;;BUILDING template
MECHELEN - FH01;3030826;;;;;;;;Begijnenstraat;12;;BUILDING template
MECHELEN - FH01;3042662;;;;;;;;Grote Markt;5;;BUILDING template
MECHELEN - FH01;3043018;;;;;;;;Melaan;32;;BUILDING template
MECHELEN - FH01;905705;;;;;;;;Thaborstraat;65;;BUILDING template
MECHELEN - FH01;4238219;;;;;;;;Begijnenstraat;14;;BUILDING template
MECHELEN - FH01;901194;;;;;;;;Grote Markt;7;;BUILDING template
MECHELEN - FH01;4736681;;;;;;;;Melaan;34;;BUILDING template
MECHELEN - FH01;935310;;;;;;;;Thaborstraat;67;;BUILDING template
MECHELEN - FH01;3042666;;;;;;;;Grote Markt;8;;BUILDING template
MECHELEN - FH01;3043020;;;;;;;;Melaan;36;;BUILDING template
MECHELEN - FH01;4751168;;;;;;;;Thaborstraat;69;;BUILDING template
MECHELEN - FH01;905283;;;;;;;;Begijnenstraat;16;;BUILDING template
MECHELEN - FH01;4751967;;;;;;;;Grote Markt;9;;BUILDING template
MECHELEN - FH01;905715;;;;;;;;Melaan;38;;BUILDING template
MECHELEN - FH01;4751169;;;;;;;;Thaborstraat;71;;BUILDING template
MECHELEN - FH01;4731179;;;;;;;;Begijnenstraat;17;;BUILDING template
MECHELEN - FH01;3042667;;;;;;;;Grote Markt;10;;BUILDING template
MECHELEN - FH01;3043023;;;;;;;;Melaan;40;;BUILDING template
MECHELEN - FH01;4751171;;;;;;;;Thaborstraat;75;;BUILDING template
MECHELEN - FH01;905287;;;;;;;;Begijnenstraat;18;;BUILDING template
MECHELEN - FH01;3042669;;;;;;;;Grote Markt;11;;BUILDING template
MECHELEN - FH01;4084645;;;;;;;;Thaborstraat;79;;BUILDING template
MECHELEN - FH01;3030828;;;;;;;;Begijnenstraat;19;;BUILDING template
MECHELEN - FH01;3042671;;;;;;;;Grote Markt;12;;BUILDING template
MECHELEN - FH01;4751177;;;;;;;;Thaborstraat;81;;BUILDING template
MECHELEN - FH01;3030829;;;;;;;;Begijnenstraat;20;;BUILDING template
MECHELEN - FH01;3042673;;;;;;;;Grote Markt;13;;BUILDING template
MECHELEN - FH01;905290;;;;;;;;Minderbroedersgang;5;;BUILDING template
MECHELEN - FH01;3055143;;;;;;;;Thaborstraat;83;;BUILDING template
MECHELEN - FH01;3030831;;;;;;;;Begijnenstraat;21;;BUILDING template
MECHELEN - FH01;923250;;;;;;;;Grote Markt;14;;BUILDING template
MECHELEN - FH01;3043171;;;;;;;;Minderbroedersgang;10;;BUILDING template
MECHELEN - FH01;905288;;;;;;;;Begijnenstraat;22;;BUILDING template
MECHELEN - FH01;3042675;;;;;;;;Grote Markt;15;;BUILDING template
