Projectnummer;Opdrachtnummer;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC EMAIL;SYNDIC DATE;Straat;Huisnummer;Huisnummer Toevoeging;Opdrachttemplate
ANTWERPEN-WEST - FH01;1735098;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-08-19;Amsterdamstraat;25;;BUILDING template
ANTWERPEN-WEST - FH01;1775235;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-08-13;Braziliestraat;28;;BUILDING template
ANTWERPEN-WEST - FH01;1786975;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-01-17;Cadixstraat;47;;BUILDING template
ANTWERPEN-WEST - FH01;5394016;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-01-17;Cadixstraat;51;;BUILDING template
ANTWERPEN-WEST - FH01;1454935;Jalo Beheer;Kopstraat 63;2900;Schoten;014848457;beheer@jalo.be;2019-12-06;Genuastraat;6;;BUILDING template
ANTWERPEN-WEST - FH01;1892429;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-12-16;Genuastraat;12;;BUILDING template
ANTWERPEN-WEST - FH01;1128035;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-12-16;Napoleonkaai;51;;BUILDING template
ANTWERPEN-WEST - FH01;2024873;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-08-14;Nassaustraat;10;;BUILDING template
ANTWERPEN-WEST - FH01;1960897;Jalo Beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-09-12;Kempischdok-Westkaai;100;;BUILDING template
ANTWERPEN-WEST - FH02;1217325;Jalo beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2019-11-22;Falconplein;28;;BUILDING template
ANTWERPEN-WEST - FH04;6525198;Jalo beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-01-06;Otto Veniusstraat;24;;BUILDING template
ANTWERPEN-WEST - FH04;1961995;Jalo beheer;Kopstraat 63;2900;Schoten;032570000;beheer@jalo.be;2020-02-17;Kipdorp;37;;BUILDING template
ANTWERPEN-WEST - FH07;48917;Jan Schillemans;Fruithoflaan 79;2540;Hove;034403844;info@beveko.be;2019-12-10;Drukkerijstraat;10;;BUILDING template
ANTWERPEN-WEST - FH01;1365795;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-08-14;Braziliestraat;24;;BUILDING template
ANTWERPEN-WEST - FH01;1288092;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-09-12;Cadixstraat;21;;BUILDING template
ANTWERPEN-WEST - FH01;1299606;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-09-12;Cadixstraat;23;;BUILDING template
ANTWERPEN-WEST - FH04;59556;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;033023148;bart@jurimmo.be;2020-01-27;Korte Gasthuisstraat;27;;BUILDING template
ANTWERPEN-WEST - FH04;110116;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2020-01-06;Kipdorpvest;8;;BUILDING template
ANTWERPEN-WEST - FH07;2024986;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-12-17;Nationalestraat;4;;BUILDING template
ANTWERPEN-WEST - FH03;1304350;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-11-12;Paardenmarkt;6;;BUILDING template
ANTWERPEN-WEST - FH07;182832;Jurimmo;Mechelsesteenweg 34;2018;Antwerpen;032306884;bart@jurimmo.be;2019-12-17;Nationalestraat;10;;BUILDING template
ANTWERPEN-WEST - FH02;2013255;Justin van Aerden;Minderbroedersrui 43b2;2000;Antwerpen;0123456789;geen@email.be;2019-11-19;Minderbroedersrui;43;;BUILDING template
ANTWERPEN-WEST - FH07;2061612;Katrin Wollaert;Pelikaandreef 6;2600;Schoten;0476940567;Katrin@okp.be;2019-11-05;Volkstraat;42;;BUILDING template
ANTWERPEN-WEST - FH04;1749597;Markgrave vastgoed;Lange Nieuwstraat 27;2000;Antwerpen;032323102;geen@email.be;2019-11-27;Blindestraat;10;;BUILDING template
ANTWERPEN-WEST - FH02;2013630;Melior beheer;Taeymanslaan 17;2300;Turnhout;014713229;geen@email.be;2019-11-20;Minderbroedersstraat;6;;BUILDING template
ANTWERPEN-WEST - FH02;2013636;Melior beheer;Taeymanslaan 17;2300;Turnhout;014713229;geen@email.be;2019-11-20;Minderbroedersstraat;8;;BUILDING template
ANTWERPEN-WEST - FH02;2013655;Melior Beheer;Taeymanslaan 17;2300;Turnhout;014713229;geen@email.be;2019-11-20;Minderbroedersstraat;12;;BUILDING template
ANTWERPEN-WEST - FH02;1297575;Melior beheer;Taeymanslaan 17;2300;Turnhout;014713229;geen@email.be;2019-11-20;Minderbroedersstraat;14;;BUILDING template
ANTWERPEN-WEST - FH02;1305187;Melior beheer;Taeymanslaan 17;2300;Turnhout;014713229;geen@email.be;2019-11-20;Minderbroedersstraat;10;;BUILDING template
ANTWERPEN-WEST - FH02;1138878;Mopro;Oostenstraat 50;2018;Antwerpen;032037560;geen@email.be;2019-11-20;Minderbroedersrui;9;;BUILDING template
ANTWERPEN-WEST - FH04;91938;New World NV;Santvoortbeeklaan 18;2100;Deurne;0486332995;geen@email.be;2020-01-14;Sint-Jacobsmarkt;97;;BUILDING template
ANTWERPEN-WEST - FH07;60996;Noben Jean-Marie BVBA;Nationalestraat 68;2000;Antwerpen;032316180;geen@email.be;2019-10-22;Nationalestraat;68;;BUILDING template
ANTWERPEN-WEST - FH01;4155271;Numberz;Nassaustraat 35;2000;Antwerpen;036890809;Michael@numberz.be;2019-04-02;Nassaustraat;33;;BUILDING template
ANTWERPEN-WEST - FH01;108292;Numberz;Nassaustraat 35;2000;Antwerpen;0475781010;geen@email.be;2019-09-08;Napelsstraat;67;;BUILDING template
