id;Zip;LAM_Street_Code;Street;Area_Name
2000-44846;2000;44846;Gildekamersstraat;W03-C-Antwerpen-West-FH05
2000-44851;2000;44851;Driehespenstraat;W03-C-Antwerpen-West-FH05
2000-44868;2000;44868;Zilversmidstraat;W03-C-Antwerpen-West-FH05
2000-44876;2000;44876;Vleeshuisstraat;W03-C-Antwerpen-West-FH05
2000-44892;2000;44892;Spanjepandsteeg;W03-C-Antwerpen-West-FH05
2000-4669;2000;4669;Burchtgracht;W03-C-Antwerpen-West-FH05
2000-5418;2000;5418;Hendrik Conscienceplein;W03-C-Antwerpen-West-FH05
2000-5471;2000;5471;Coppenolstraat;W03-C-Antwerpen-West-FH05
2000-6522;2000;6522;Ernest Van Dijckkaai;W03-C-Antwerpen-West-FH05
2000-7076;2000;7076;Korte Doornikstraat;W03-C-Antwerpen-West-FH05
2000-7077;2000;7077;Lange Doornikstraat;W03-C-Antwerpen-West-FH05
2000-812;2000;812;Arsenaalstraat;W03-C-Antwerpen-West-FH05
2000-8489;2000;8489;Kromme-Elleboogstraat;W03-C-Antwerpen-West-FH05
2000-8649;2000;8649;Engelse Beurs;W03-C-Antwerpen-West-FH05
2000-935;2000;935;Rivierstraat;W03-C-Antwerpen-West-FH05
2000-11411;2000;11411;Happaertstraat;W03-C-Antwerpen-West-FH08
2000-1172;2000;1172;Bogaardeplein;W03-C-Antwerpen-West-FH08
2000-13783;2000;13783;IJzerenwaag;W03-C-Antwerpen-West-FH08
2000-14410;2000;14410;Kammenstraat;W03-C-Antwerpen-West-FH08
2000-1640;2000;1640;Begijnenstraat;W03-C-Antwerpen-West-FH08
2000-16749;2000;16749;Kopstraatje;W03-C-Antwerpen-West-FH08
2000-17252;2000;17252;Kronenburgstraat;W03-C-Antwerpen-West-FH08
2000-19920;2000;19920;Kleine Markt;W03-C-Antwerpen-West-FH08
2000-22002;2000;22002;Nationalestraat;W03-C-Antwerpen-West-FH08
2000-25;2000;25;Aalmoezenierstraat;W03-C-Antwerpen-West-FH08
2000-26126;2000;26126;Theodoor Van Rijswijckplaats;W03-C-Antwerpen-West-FH08
2000-26208;2000;26208;Sint-Rochusstraat;W03-C-Antwerpen-West-FH08
2000-27791;2000;27791;Schoytestraat;W03-C-Antwerpen-West-FH08
2000-28193;2000;28193;Sleutelstraat;W03-C-Antwerpen-West-FH08
2000-3076;2000;3076;Bogaardestraat;W03-C-Antwerpen-West-FH08
2000-35825;2000;35825;Zwaardstraat;W03-C-Antwerpen-West-FH08
2000-3955;2000;3955;Bredestraat;W03-C-Antwerpen-West-FH08
2000-686;2000;686;Sint-Antoniusstraat;W03-C-Antwerpen-West-FH08
3500-11442;3500;11442;Harmoniestraat;W02-D-Hasselt-FH01
3500-13473;3500;13473;Sint-Hubertusplein;W02-D-Hasselt-FH01
3500-175;3500;175;Abelenstraat;W02-D-Hasselt-FH01
3500-19779;3500;19779;Manteliusstraat;W02-D-Hasselt-FH01
3500-20037;3500;20037;Frans Massystraat;W02-D-Hasselt-FH01
3500-20435;3500;20435;Melkvoetstraat;W02-D-Hasselt-FH01
3500-22922;3500;22922;Olmenstraat;W02-D-Hasselt-FH01
3500-27570;3500;27570;Schoolstraat;W02-D-Hasselt-FH01
3500-30769;3500;30769;Torenstraat;W02-D-Hasselt-FH01
3500-30956;3500;30956;Sint-Truidersteenweg;W02-D-Hasselt-FH01
3500-31475;3500;31475;Pastoor Van Dijckstraat;W02-D-Hasselt-FH01
3500-3248;3500;3248;Boomkensstraat;W02-D-Hasselt-FH01
3500-33082;3500;33082;Vooruitzichtstraat;W02-D-Hasselt-FH01
3500-33308;3500;33308;Vrijwilligersplein;W02-D-Hasselt-FH01
3500-34941;3500;34941;Woutersstraat;W02-D-Hasselt-FH01
3500-39029;3500;39029;Kanunnik Eybenstraat;W02-D-Hasselt-FH01
3500-39030;3500;39030;Burgemeester Bollenstraat;W02-D-Hasselt-FH01
3500-4078;3500;4078;Brendelstraat;W02-D-Hasselt-FH01
3500-4312;3500;4312;Monseigneur Broekxplein;W02-D-Hasselt-FH01
3500-52;3500;52;Woutersplein;W02-D-Hasselt-FH01
3500-8595;3500;8595;Elzenstraat;W02-D-Hasselt-FH01
3500-908;3500;908;Koningin Astridlaan;W02-D-Hasselt-FH01
3500-9117;3500;9117;Fonteinstraat;W02-D-Hasselt-FH01
3500-9299;3500;9299;Gaarveldstraat;W02-D-Hasselt-FH01
3500-9523;3500;9523;Gazometerstraat;W02-D-Hasselt-FH01
3500-9829;3500;9829;Geraetsstraat;W02-D-Hasselt-FH01
2000-10064;2000;10064;Gijzelaarsstraat;W03-C-Antwerpen-West-FH11
2000-10090;2000;10090;Gillisplaats;W03-C-Antwerpen-West-FH11
2000-13779;2000;13779;IJzerenpoortkaai;W03-C-Antwerpen-West-FH11
2000-17759;2000;17759;Lakenstraat;W03-C-Antwerpen-West-FH11
2000-18663;2000;18663;Leuvenstraat;W03-C-Antwerpen-West-FH11
2000-19415;2000;19415;Luikstraat;W03-C-Antwerpen-West-FH11
2000-21851;2000;21851;Museumstraat;W03-C-Antwerpen-West-FH11
2000-21975;2000;21975;Namenstraat;W03-C-Antwerpen-West-FH11
2000-23725;2000;23725;Pacificatiestraat;W03-C-Antwerpen-West-FH11
2000-25129;2000;25129;Pourbusstraat;W03-C-Antwerpen-West-FH11
2000-27188;2000;27188;Schalienstraat;W03-C-Antwerpen-West-FH11
2000-30081;2000;30081;Van der Sweepstraat;W03-C-Antwerpen-West-FH11
2000-30599;2000;30599;Timmerwerfstraat;W03-C-Antwerpen-West-FH11
2000-3120;2000;3120;Bolivarplaats;W03-C-Antwerpen-West-FH11
2000-32126;2000;32126;Verlatstraat;W03-C-Antwerpen-West-FH11
2000-32214;2000;32214;Verschansingstraat;W03-C-Antwerpen-West-FH11
2000-32248;2000;32248;Verviersstraat;W03-C-Antwerpen-West-FH11
2000-32653;2000;32653;Visserskaai;W03-C-Antwerpen-West-FH11
2000-32683;2000;32683;Vlaamsekaai;W03-C-Antwerpen-West-FH11
2000-33102;2000;33102;Vorstermanstraat;W03-C-Antwerpen-West-FH11
2000-33430;2000;33430;Waalsekaai;W03-C-Antwerpen-West-FH11
2000-33474;2000;33474;Leopold de Waelplaats;W03-C-Antwerpen-West-FH11
2000-33642;2000;33642;Wapenstraat;W03-C-Antwerpen-West-FH11
2000-4666;2000;4666;De Burburestraat;W03-C-Antwerpen-West-FH11
2000-5300;2000;5300;Cockerillkaai;W03-C-Antwerpen-West-FH11
2000-8209;2000;8209;Graaf van Egmontstraat;W03-C-Antwerpen-West-FH11
2000-9769;2000;9769;Gentplaats;W03-C-Antwerpen-West-FH11
2000-9794;2000;9794;Jan van Gentstraat;W03-C-Antwerpen-West-FH11
2000-9859;2000;9859;De Gerlachekaai;W03-C-Antwerpen-West-FH11
2000-11304;2000;11304;Hamerplaats;W03-C-Antwerpen-West-FH03
2000-11305;2000;11305;Hamerstraat;W03-C-Antwerpen-West-FH03
2000-11462;2000;11462;Jozef de Hasquestraat;W03-C-Antwerpen-West-FH03
2000-12604;2000;12604;Pieter van Hobokenstraat;W03-C-Antwerpen-West-FH03
2000-13282;2000;13282;Hoornstraat;W03-C-Antwerpen-West-FH03
2000-13899;2000;13899;Italielei;W03-C-Antwerpen-West-FH03
2000-15036;2000;15036;Grote Kauwenberg;W03-C-Antwerpen-West-FH03
2000-15037;2000;15037;Kleine Kauwenberg;W03-C-Antwerpen-West-FH03
2000-15959;2000;15959;Klapdorp;W03-C-Antwerpen-West-FH03
2000-21871;2000;21871;Mutsaardstraat;W03-C-Antwerpen-West-FH03
2000-22706;2000;22706;Lange Noordstraat;W03-C-Antwerpen-West-FH03
2000-23385;2000;23385;Ossenmarkt;W03-C-Antwerpen-West-FH03
2000-23687;2000;23687;Paardenmarkt;W03-C-Antwerpen-West-FH03
2000-25240;2000;25240;Prinsstraat;W03-C-Antwerpen-West-FH03
2000-25474;2000;25474;Raapstraat;W03-C-Antwerpen-West-FH03
2000-26280;2000;26280;Rodestraat;W03-C-Antwerpen-West-FH03
2000-2784;2000;2784;Blindestraat;W03-C-Antwerpen-West-FH03
2000-29240;2000;29240;Stadswaag;W03-C-Antwerpen-West-FH03
2000-3003;2000;3003;Van Boendalestraat;W03-C-Antwerpen-West-FH03
2000-30743;2000;30743;Toog;W03-C-Antwerpen-West-FH03
2000-31617;2000;31617;Varkensmarkt;W03-C-Antwerpen-West-FH03
2000-31688;2000;31688;Vekestraat;W03-C-Antwerpen-West-FH03
2000-31954;2000;31954;Venusstraat;W03-C-Antwerpen-West-FH03
2000-34636;2000;34636;Korte Winkelstraat;W03-C-Antwerpen-West-FH03
2000-34637;2000;34637;Lange Winkelstraat;W03-C-Antwerpen-West-FH03
2000-36595;2000;36595;Korte Brilstraat;W03-C-Antwerpen-West-FH03
2000-4161;2000;4161;Lange Brilstraat;W03-C-Antwerpen-West-FH03
2000-44823;2000;44823;Lansstraat;W03-C-Antwerpen-West-FH03
2000-44903;2000;44903;Roskamgang;W03-C-Antwerpen-West-FH03
1140-1043;1140;1043;Tweedekkerstraat - Rue du Biplan;W04-C-Evere-FH04
1140-10481;1140;10481;Rue Stroobants;W04-C-Evere-FH04
1140-11703;1140;11703;Rue Walkiers;W04-C-Evere-FH04
1140-15695;1140;15695;Windmolenstraat - Rue du Moulin;W04-C-Evere-FH04
1140-16011;1140;16011;Avenue Guillaume Van Leeuw;W04-C-Evere-FH04
1140-16019;1140;16019;Frans Leonstraat - Rue Frans Leon;W04-C-Evere-FH04
1140-16213;1140;16213;Gustaaf Norgastraat - Rue Gustave Norga;W04-C-Evere-FH04
1140-16225;1140;16225;H. Van Neromstraat - Rue H. Van Nerom;W04-C-Evere-FH04
1140-16255;1140;16255;P. Van Obberghenstraat - Rue P. Van Obberghen;W04-C-Evere-FH04
1140-16310;1140;16310;Chemin Du Bois;W04-C-Evere-FH04
1140-16330;1140;16330;H. Van Hammestraat - Rue H. Van Hamme;W04-C-Evere-FH04
1140-16333;1140;16333;P. Hauwaertssquare - Square Pierre Hauwaerts;W04-C-Evere-FH04
1140-16390;1140;16390;H. Van Hoordestraat - Rue H. Van Hoorde;W04-C-Evere-FH04
1140-16438;1140;16438;P. Mattheussensstraat - Rue Pierre Mattheussens;W04-C-Evere-FH04
1140-16580;1140;16580;Frans Pepermansstraat - Rue Frans Pepermans;W04-C-Evere-FH04
1140-16624;1140;16624;Rue Willebrord Van Perck;W04-C-Evere-FH04
1140-16719;1140;16719;Avenue du Renouveau;W04-C-Evere-FH04
1140-16788;1140;16788;Arnold Sohiestraat - Rue Arnold Sohie;W04-C-Evere-FH04
1140-16807;1140;16807;Edward Stuckensstraat - Rue Edouard Stuckens;W04-C-Evere-FH04
1140-16877;1140;16877;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;W04-C-Evere-FH04
1140-16883;1140;16883;Frans Verdonckstraat - Rue Frans Verdonck;W04-C-Evere-FH04
1140-16899;1140;16899;Place Saint-Vincent;W04-C-Evere-FH04
1140-16900;1140;16900;Rue Saint-Vincent;W04-C-Evere-FH04
1140-16918;1140;16918;Rue Van Waeyenbergh;W04-C-Evere-FH04
1140-17392;1140;17392;P. Aldersonstraat - Rue P. Alderson;W04-C-Evere-FH04
1140-17434;1140;17434;F. Van Asschestraat - Rue F. Van Assche;W04-C-Evere-FH04
1140-17438;1140;17438;Rue Plaine d Aviation;W04-C-Evere-FH04
1140-17486;1140;17486;Jaak Ballingsstraat - Rue Jacques Ballings;W04-C-Evere-FH04
1140-17647;1140;17647;L. Van Boeckelstraat - Rue L. Van Boeckel;W04-C-Evere-FH04
1140-17685;1140;17685;Goede Herderstraat - Rue du Bon Pasteur;W04-C-Evere-FH04
1140-17741;1140;17741;J. F. De Craenstraat - Rue J. F. De Craen;W04-C-Evere-FH04
1140-17819;1140;17819;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;W04-C-Evere-FH04
1140-17824;1140;17824;Avenue Champs de Repos - Rustplaatslaan;W04-C-Evere-FH04
1140-17889;1140;17889;Edward Dekosterstraat - Rue Edouard Dekoster;W04-C-Evere-FH04
1140-1914;1140;1914;Carlistraat - Rue Carli;W04-C-Evere-FH04
1140-2;1140;2;Chemin de Gastendelle;W04-C-Evere-FH04
1140-3205;1140;3205;Doolegtstraat - Rue du Doolegt;W04-C-Evere-FH04
1140-3662;1140;3662;Winkelhaakstraat - Rue de l Equerre;W04-C-Evere-FH04
1140-4;1140;4;Marnedal - Val de Marne;W04-C-Evere-FH04
1140-4010;1140;4010;Fonsonstraat - Rue Fonson;W04-C-Evere-FH04
1140-4478;1140;4478;Golflaan - Avenue du Golf;W04-C-Evere-FH04
1140-7040;1140;7040;Marnestraat - Rue de la Marne;W04-C-Evere-FH04
1140-8245;1140;8245;Place de la Paix;W04-C-Evere-FH04
1140-8335;1140;8335;Parijsstraat - Rue de Paris;W04-C-Evere-FH04
1140-8494;1140;8494;Rue de la Perche;W04-C-Evere-FH04
1140-8581;1140;8581;Picardiestraat - Rue Picardie;W04-C-Evere-FH04
1140-41;1140;41;Rue Virginie Plas;W04-C-Evere-FH04
1140-16304;1140;16304;Duiveltjesgaarde - Clos des Diablotins;W04-C-Evere-FH05
1140-16716;1140;16716;Clos des Lauriers Roses;W04-C-Evere-FH05
1140-16888;1140;16888;A. Vermeylenlaan - Avenue Auguste Vermeylen;W04-C-Evere-FH05
1140-4403;1140;4403;Galgelaan - Avenue du Gibet;W04-C-Evere-FH05
1140-8704;1140;8704;Platolaan - Avenue Platon;W04-C-Evere-FH05
2800-10739;2800;10739;Groenstraat;W03-D-Mechelen-FH02
2800-11005;2800;11005;Guldenstraat;W03-D-Mechelen-FH02
2800-11403;2800;11403;Hanswijkstraat;W03-D-Mechelen-FH02
2800-12379;2800;12379;Willem Herreynsstraat;W03-D-Mechelen-FH02
2800-13150;2800;13150;Hoogstraat;W03-D-Mechelen-FH02
2800-13196;2800;13196;Hoogstraatje;W03-D-Mechelen-FH02
2800-16771;2800;16771;Korenmarkt;W03-D-Mechelen-FH02
2800-18549;2800;18549;Leopoldstraat;W03-D-Mechelen-FH02
2800-18784;2800;18784;Lieve-Heerstraat;W03-D-Mechelen-FH02
2800-19309;2800;19309;Louizastraat;W03-D-Mechelen-FH02
2800-19517;2800;19517;Maalderijstraatje;W03-D-Mechelen-FH02
2800-20516;2800;20516;Kardinaal Mercierplein;W03-D-Mechelen-FH02
2800-20890;2800;20890;Milsenstraat;W03-D-Mechelen-FH02
2800-20980;2800;20980;Moensstraat;W03-D-Mechelen-FH02
2800-22465;2800;22465;Lange Nieuwstraat;W03-D-Mechelen-FH02
2800-22943;2800;22943;Onze-Lieve-Vrouwekerkhof;W03-D-Mechelen-FH02
2800-22946;2800;22946;Onze-Lieve-Vrouwestraat;W03-D-Mechelen-FH02
2800-25110;2800;25110;Potterijstraat;W03-D-Mechelen-FH02
2800-25524;2800;25524;Raghenoplein;W03-D-Mechelen-FH02
2800-25615;2800;25615;Ravenbergstraat;W03-D-Mechelen-FH02
2800-26618;2800;26618;Willem Rosierstraat;W03-D-Mechelen-FH02
2800-27902;2800;27902;Schuttershofstraat;W03-D-Mechelen-FH02
2800-27914;2800;27914;Schuttersvest;W03-D-Mechelen-FH02
2800-28606;2800;28606;Hendrik Speecqvest;W03-D-Mechelen-FH02
2800-29020;2800;29020;Sint-Jacobstraat;W03-D-Mechelen-FH02
2800-29377;2800;29377;Stationsstraat;W03-D-Mechelen-FH02
2800-30412;2800;30412;Tessestraat;W03-D-Mechelen-FH02
2800-30831;2800;30831; t Plein;W03-D-Mechelen-FH02
2800-31256;2800;31256;Vaartdijk;W03-D-Mechelen-FH02
2800-31397;2800;31397;Van Benedenlaan;W03-D-Mechelen-FH02
2800-31477;2800;31477;Graaf van Egmontstraat;W03-D-Mechelen-FH02
2800-31520;2800;31520;Van Kerckhovenstraat;W03-D-Mechelen-FH02
2800-32076;2800;32076;Gebroeders Verhaegenstraat;W03-D-Mechelen-FH02
2800-35483;2800;35483;Ziekeliedenstraat;W03-D-Mechelen-FH02
2800-35728;2800;35728;Zoutwerf;W03-D-Mechelen-FH02
2800-36159;2800;36159;Guldenmouwstraat;W03-D-Mechelen-FH02
2800-436;2800;436;Koning Albertplein;W03-D-Mechelen-FH02
2800-4513;2800;4513;Brusselsepoortstraat;W03-D-Mechelen-FH02
2800-4515;2800;4515;Oude Brusselsestraat;W03-D-Mechelen-FH02
2800-5368;2800;5368;Colomastraat;W03-D-Mechelen-FH02
2800-5422;2800;5422;Hendrik Consciencestraat;W03-D-Mechelen-FH02
2800-5582;2800;5582;Coxiestraat;W03-D-Mechelen-FH02
2800-812;2800;812;Arsenaalstraat;W03-D-Mechelen-FH02
2800-8955;2800;8955;Faid Herbestraat;W03-D-Mechelen-FH02
2800-9613;2800;9613;Willem Geetsstraat;W03-D-Mechelen-FH02
2800-9904;2800;9904;Albert Geudensstraat;W03-D-Mechelen-FH02
8300-13098;8300;13098;D Hooghestraat;W03-C-Knokke-Heist-FH06
8300-13349;8300;13349;Julius Hostestraat;W03-C-Knokke-Heist-FH06
8300-1415;8300;1415;Bayauxlaan;W03-C-Knokke-Heist-FH06
8300-16385;8300;16385;Zeedijk-Knokke;W03-C-Knokke-Heist-FH06
8300-16639;8300;16639;Koningslaan;W03-C-Knokke-Heist-FH06
8300-18533;8300;18533;Leopoldlaan;W03-C-Knokke-Heist-FH06
8300-20211;8300;20211;Meerlaan;W03-C-Knokke-Heist-FH06
8300-20214;8300;20214;Meerminlaan;W03-C-Knokke-Heist-FH06
8300-22183;8300;22183;Jozef Nellenslaan;W03-C-Knokke-Heist-FH06
8300-24010;8300;24010;Paul Parmentierlaan;W03-C-Knokke-Heist-FH06
8300-2643;8300;2643;Blancgarinstraat;W03-C-Knokke-Heist-FH06
8300-29712;8300;29712;Sterrenlaan;W03-C-Knokke-Heist-FH06
8300-35675;8300;35675;Zonnelaan;W03-C-Knokke-Heist-FH06
8300-35836;8300;35836;Zwaluwenlaan;W03-C-Knokke-Heist-FH06
8300-453;8300;453;Zeedijk-Albertstrand;W03-C-Knokke-Heist-FH06
8300-4877;8300;4877;Canadasquare;W03-C-Knokke-Heist-FH06
8300-7893;8300;7893;Sylvain Dupuisstraat;W03-C-Knokke-Heist-FH06
8800-10138;8800;10138;Gitsestraat;W01-C-Roeselare-FH01
8800-10190;8800;10190;Godshuislaan;W01-C-Roeselare-FH01
8800-11345;8800;11345;Handelsstraat;W01-C-Roeselare-FH01
8800-13127;8800;13127;Hoogleedsesteenweg;W01-C-Roeselare-FH01
8800-13317;8800;13317;Henri Horriestraat;W01-C-Roeselare-FH01
8800-134;8800;134;Barnumerf;W01-C-Roeselare-FH01
8800-1347;8800;1347;Kleine-Bassinstraat;W01-C-Roeselare-FH01
8800-16510;8800;16510;Kokelaarstraat;W01-C-Roeselare-FH01
8800-174;8800;174;De Munt;W01-C-Roeselare-FH01
8800-177;8800;177;Conincklijke Passage;W01-C-Roeselare-FH01
8800-17831;8800;17831;Landbouwstraat;W01-C-Roeselare-FH01
8800-19670;8800;19670;Jan Mahieustraat;W01-C-Roeselare-FH01
8800-19915;8800;19915;Grote Markt;W01-C-Roeselare-FH01
8800-20827;8800;20827;Middenstraat;W01-C-Roeselare-FH01
8800-22684;8800;22684;Noordlaan;W01-C-Roeselare-FH01
8800-22698;8800;22698;Noordstraat;W01-C-Roeselare-FH01
8800-23229;8800;23229;Ooststraat;W01-C-Roeselare-FH01
8800-26453;8800;26453;Rondekomstraat;W01-C-Roeselare-FH01
8800-28894;8800;28894;Sint-Amandsstraat;W01-C-Roeselare-FH01
8800-29366;8800;29366;Stationsdreef;W01-C-Roeselare-FH01
8800-29373;8800;29373;Stationsplein;W01-C-Roeselare-FH01
8800-29556;8800;29556;Steenstraat;W01-C-Roeselare-FH01
8800-29806;8800;29806;Stokerijstraat;W01-C-Roeselare-FH01
8800-30179;8800;30179;Teerlingstraat;W01-C-Roeselare-FH01
8800-30769;8800;30769;Torenstraat;W01-C-Roeselare-FH01
8800-32203;8800;32203;Hugo Verrieststraat;W01-C-Roeselare-FH01
8800-32724;8800;32724;Vlamingstraat;W01-C-Roeselare-FH01
8800-34197;8800;34197;Weverijstraat;W01-C-Roeselare-FH01
8800-34510;8800;34510;Adriaen Willaertstraat;W01-C-Roeselare-FH01
8800-34927;8800;34927;Wortelstraat;W01-C-Roeselare-FH01
8800-35515;8800;35515;Zijstraat;W01-C-Roeselare-FH01
8800-4439;8800;4439;Brugsesteenweg;W01-C-Roeselare-FH01
8800-44975;8800;44975;de Coninckplein;W01-C-Roeselare-FH01
8800-51;8800;51;Duivestraat;W01-C-Roeselare-FH01
8800-5181;8800;5181;Cichoreistraat;W01-C-Roeselare-FH01
8800-5203;8800;5203;Citroenstraat;W01-C-Roeselare-FH01
8800-5421;8800;5421;Hendrik Consciencestraat;W01-C-Roeselare-FH01
8800-7040;8800;7040;Doorgangsstraat;W01-C-Roeselare-FH01
8800-7432;8800;7432;Drafstraat;W01-C-Roeselare-FH01
8800-9446;8800;9446;Garenstraat;W01-C-Roeselare-FH01
8800-9473;8800;9473;Gasthuisstraat;W01-C-Roeselare-FH01
8800-95;8800;95;Louis Tantstraat;W01-C-Roeselare-FH01
8800-96;8800;96;Achiel Denysstraat;W01-C-Roeselare-FH01
2000-10455;2000;10455;Gramayestraat;W03-C-Antwerpen-West-FH04
2000-10490;2000;10490;Gratiekapelstraat;W03-C-Antwerpen-West-FH04
2000-10621;2000;10621;Groendalstraat;W03-C-Antwerpen-West-FH04
2000-11271;2000;11271;Frans Halsplein;W03-C-Antwerpen-West-FH04
2000-13292;2000;13292;Hopland;W03-C-Antwerpen-West-FH04
2000-13494;2000;13494;Huidevettersstraat;W03-C-Antwerpen-West-FH04
2000-13893;2000;13893;Israelietenstraat;W03-C-Antwerpen-West-FH04
2000-13947;2000;13947;Sint-Jacobsmarkt;W03-C-Antwerpen-West-FH04
2000-13957;2000;13957;Sint-Jacobsstraat;W03-C-Antwerpen-West-FH04
2000-14099;2000;14099;Jezusstraat;W03-C-Antwerpen-West-FH04
2000-14109;2000;14109;Jodenstraat;W03-C-Antwerpen-West-FH04
2000-15001;2000;15001;Kattenstraat;W03-C-Antwerpen-West-FH04
2000-15151;2000;15151;Keizerstraat;W03-C-Antwerpen-West-FH04
2000-15930;2000;15930;Kipdorp;W03-C-Antwerpen-West-FH04
2000-15931;2000;15931;Kipdorpbrug;W03-C-Antwerpen-West-FH04
2000-15933;2000;15933;Kipdorpvest;W03-C-Antwerpen-West-FH04
2000-16560;2000;16560;Kolveniersstraat;W03-C-Antwerpen-West-FH04
2000-16645;2000;16645;Koningstraat;W03-C-Antwerpen-West-FH04
2000-18689;2000;18689;Leysstraat;W03-C-Antwerpen-West-FH04
2000-18776;2000;18776;Jan van Lierstraat;W03-C-Antwerpen-West-FH04
2000-19899;2000;19899;Markgravestraat;W03-C-Antwerpen-West-FH04
2000-2;2000;2;Zwanengang;W03-C-Antwerpen-West-FH04
2000-20367;2000;20367;Meir;W03-C-Antwerpen-West-FH04
2000-21093;2000;21093;Molenbergstraat;W03-C-Antwerpen-West-FH04
2000-22465;2000;22465;Lange Nieuwstraat;W03-C-Antwerpen-West-FH04
2000-22579;2000;22579;Sint-Nicolaasplaats;W03-C-Antwerpen-West-FH04
2000-23944;2000;23944;Paradijsstraat;W03-C-Antwerpen-West-FH04
2000-24015;2000;24015;Parochiaanstraat;W03-C-Antwerpen-West-FH04
2000-24115;2000;24115;Paternosterstraat;W03-C-Antwerpen-West-FH04
2000-25233;2000;25233;Prinsesstraat;W03-C-Antwerpen-West-FH04
2000-25313;2000;25313;Pruynenstraat;W03-C-Antwerpen-West-FH04
2000-26767;2000;26767;Rozenstraat;W03-C-Antwerpen-West-FH04
2000-27902;2000;27902;Schuttershofstraat;W03-C-Antwerpen-West-FH04
2000-30247;2000;30247;Teniersplaats;W03-C-Antwerpen-West-FH04
2000-31106;2000;31106;Twaalfmaandenstraat;W03-C-Antwerpen-West-FH04
2000-31903;2000;31903;Otto Veniusstraat;W03-C-Antwerpen-West-FH04
2000-33643;2000;33643;Wapper;W03-C-Antwerpen-West-FH04
2000-3390;2000;3390;Borzestraat;W03-C-Antwerpen-West-FH04
2000-34273;2000;34273;Wiegstraat;W03-C-Antwerpen-West-FH04
2000-42359;2000;42359;Korte Klarenstraat;W03-C-Antwerpen-West-FH04
2000-42360;2000;42360;Lange Klarenstraat;W03-C-Antwerpen-West-FH04
2000-5093;2000;5093;Cellebroedersstraat;W03-C-Antwerpen-West-FH04
2000-564;2000;564;Ambtmanstraat;W03-C-Antwerpen-West-FH04
2000-645;2000;645;Korte Sint-Annastraat;W03-C-Antwerpen-West-FH04
2000-646;2000;646;Lange Sint-Annastraat;W03-C-Antwerpen-West-FH04
2000-724;2000;724;Apostelstraat;W03-C-Antwerpen-West-FH04
2000-8287;2000;8287;Eikenstraat;W03-C-Antwerpen-West-FH04
2000-9218;2000;9218;Frankrijklei;W03-C-Antwerpen-West-FH04
2000-9474;2000;9474;Korte Gasthuisstraat;W03-C-Antwerpen-West-FH04
3000-10071;3000;10071;Eugene Gilbertstraat;W03-D-Leuven-FH05
3000-10115;3000;10115;Albert Giraudstraat;W03-D-Leuven-FH05
3000-14789;3000;14789;Karmelietenberg;W03-D-Leuven-FH05
3000-18138;3000;18138;Paul Lebrunstraat;W03-D-Leuven-FH05
3000-19049;3000;19049;Frederik Lintsstraat;W03-D-Leuven-FH05
3000-20063;3000;20063;Emile Mathieustraat;W03-D-Leuven-FH05
3000-20707;3000;20707;Constantin Meunierstraat;W03-D-Leuven-FH05
3000-21907;3000;21907;Naamsestraat;W03-D-Leuven-FH05
3000-21911;3000;21911;Naamsevest;W03-D-Leuven-FH05
3000-22186;3000;22186;Frans Nensstraat;W03-D-Leuven-FH05
3000-227;3000;227;Albrechtplein;W03-D-Leuven-FH05
3000-228;3000;228;Isabellaplein;W03-D-Leuven-FH05
3000-24000;3000;24000;Parkstraat;W03-D-Leuven-FH05
3000-25531;3000;25531;Ramberg;W03-D-Leuven-FH05
3000-27234;3000;27234;Schapenstraat;W03-D-Leuven-FH05
3000-28423;3000;28423;Sint-Beggaberg;W03-D-Leuven-FH05
3000-290;3000;290;Ooiendonk;W03-D-Leuven-FH05
3000-29153;3000;29153;Sint-Quintensberg;W03-D-Leuven-FH05
3000-30395;3000;30395;Tervuursevest;W03-D-Leuven-FH05
3000-31382;3000;31382;Emile Van Arenbergstraat;W03-D-Leuven-FH05
3000-31442;3000;31442;G. Vander Lindenstraat;W03-D-Leuven-FH05
3000-31568;3000;31568;Van  t Sestichstraat;W03-D-Leuven-FH05
3000-32092;3000;32092;P.J. Verhagenstraat;W03-D-Leuven-FH05
3000-32121;3000;32121;Verkortingstraat;W03-D-Leuven-FH05
3000-32174;3000;32174;Frans Vermeylenstraat;W03-D-Leuven-FH05
3000-32787;3000;32787;Van Belstraat (Maria);W03-D-Leuven-FH05
3000-32994;3000;32994;Elzasgang;W03-D-Leuven-FH05
3000-33962;3000;33962;Weldadigheidsstraat;W03-D-Leuven-FH05
3000-46176;3000;46176;Henri Regastraat;W03-D-Leuven-FH05
3000-46194;3000;46194;Familie de Bayostraat;W03-D-Leuven-FH05
3000-5422;3000;5422;Hendrik Consciencestraat;W03-D-Leuven-FH05
3000-9641;3000;9641;Geldenaaksevest;W03-D-Leuven-FH05
2000-10431;2000;10431;Graanmarkt;W03-C-Antwerpen-West-FH09
2000-12465;2000;12465;Henri Van Heurckstraat;W03-C-Antwerpen-West-FH09
2000-14176;2000;14176;Sint-Jorispoort;W03-C-Antwerpen-West-FH09
2000-15164;2000;15164;Kelderstraat;W03-C-Antwerpen-West-FH09
